Lokasi_Awal,Lokasi_Tujuan,Jarak_km
(497) Stasiun Soreang 387,(54) RS Cirebon 46,85.95
(327) Stasiun Cianjur 382,(3) Stasiun Kuningan 336,139.93
(416) Hotel Purwakarta 257,(407) Terminal Majalengka 271,74.99
(78) Hotel Cirebon 11,(236) Terminal Lembang 173,120.87
(423) Terminal Cianjur 80,(38) RS Lembang 441,68.72
(18) Alun-Alun Purwakarta 315,(146) Mall Tasikmalaya 68,120.03
(340) Stasiun Tasikmalaya 370,(393) Stasiun Rancaekek 90,87.6
(105) Hotel Sumedang 228,(202) Mall Indramayu 146,136.57
(394) Universitas Majalengka 150,(386) Bandung Indah Plaza,71.78
(475) RS Cianjur 77,(402) Terminal Bandung 41,80.69
(198) Terminal Indramayu 93,(17) Mall Kuningan 362,19.89
(329) Hotel Subang 440,(437) Universitas Cimahi 12,104.1
(213) Universitas Garut 145,(59) Hotel Sumedang 186,74.22
(102) RS Bandung 377,(424) Hotel Garut 237,8.56
(428) RS Purwakarta 70,(478) RS Lembang 256,2.12
(279) Terminal Garut 209,(118) Universitas Soreang 356,93.09
(421) Universitas Majalengka 99,(329) Hotel Subang 440,23.1
(379) Wisata Garut 205,(323) Mall Cianjur 270,81.87
(260) Hotel Sumedang 403,(352) Mall Soreang 343,39.54
(256) Terminal Purwakarta 203,(252) Cihampelas Walk,124.19
(70) Mall Rancaekek 312,(234) Trans Studio Bandung,15.83
(404) Terminal Kuningan 136,(460) Universitas Soreang 367,43.97
(166) Wisata Soreang 415,(109) Terminal Cirebon 225,106.56
(101) Alun-Alun Majalengka 307,(376) Universitas Soreang 360,73.85
(144) Tahura Djuanda,(100) Hotel Subang 396,38.21
(69) Hotel Cirebon 277,(383) Hotel Majalengka 383,76.82
(462) Universitas Bandung 207,(482) Wisata Tasikmalaya 6,21.29
(349) Wisata Bandung 29,(346) Wisata Lembang 74,38.66
(244) Mall Bandung 353,(255) Wisata Cianjur 420,138.03
(297) Wisata Soreang 340,(433) RS Cimahi 50,29.55
(307) Hotel Kuningan 371,(473) Stasiun Lembang 81,82.49
(309) Mall Kuningan 309,(485) Alun-Alun Indramayu 365,88.33
(76) Paris Van Java,(57) Terminal Lembang 292,43.51
(397) Terminal Indramayu 249,(424) Hotel Garut 237,134.33
(479) RS Garut 423,(90) Terminal Purwakarta 79,97.39
(37) Stasiun Kiaracondong,(155) Alun-Alun Bandung 266,50.18
(246) Mall Cimahi 17,(257) Braga Citywalk,29.39
(30) Universitas Tasikmalaya 33,(196) Universitas Soreang 86,148.82
(447) Universitas Cimahi 265,(389) Alun-Alun Rancaekek 131,72.16
(320) Terminal Bandung 175,(265) RS Garut 436,6.47
(492) Mall Lembang 290,(46) Terminal Majalengka 66,123.41
(475) RS Cianjur 77,(137) RS Bandung 268,122.9
(274) Hotel Subang 260,(50) Wisata Rancaekek 5,146.66
(308) Mall Indramayu 164,(456) Mall Cirebon 320,89.37
(257) Braga Citywalk,(410) Hotel Kuningan 304,126.73
(478) RS Lembang 256,(310) Alun-Alun Bandung,57.63
(178) Wisata Purwakarta 397,(440) Stasiun Bandung 366,21.09
(339) Universitas Majalengka 149,(260) Hotel Sumedang 403,73.27
(390) Hotel Indramayu 347,(25) Hotel Subang 250,2.19
(475) RS Cianjur 77,(439) RS Bandung 212,98.78
(321) Museum Geologi,(309) Mall Kuningan 309,140.43
(436) Terminal Lembang 259,(384) Alun-Alun Purwakarta 84,108.57
(493) Alun-Alun Indramayu 386,(43) Mall Bandung 330,119.55
(315) Hotel Rancaekek 273,(434) Mall Tasikmalaya 293,89.55
(292) Hotel Indramayu 251,(294) Universitas Bandung 390,2.04
(243) Terminal Cianjur 452,(155) Alun-Alun Bandung 266,97.11
(70) Mall Rancaekek 312,(361) Stasiun Tasikmalaya 267,12.69
(154) Terminal Garut 329,(185) Terminal Cirebon 189,114.03
(217) Universitas Tasikmalaya 211,(111) Institut Teknologi Bandung,101.36
(73) Hotel Majalengka 427,(155) Alun-Alun Bandung 266,119.74
(354) Terminal Cicaheum,(141) Wisata Sumedang 428,121.59
(20) Mall Purwakarta 198,(174) Wisata Majalengka 302,78.15
(429) Terminal Cianjur 19,(395) Stasiun Indramayu 439,76.8
(42) Mall Cianjur 389,(116) Hotel Subang 238,100.75
(6) Wisata Sumedang 379,(2) Stasiun Soreang 102,100.64
(88) Hotel Cimahi 13,(230) Stasiun Cimahi 214,34.93
(4) Stasiun Subang 125,(157) Universitas Soreang 410,24.81
(139) Terminal Garut 283,(112) Wisata Cirebon 76,14.23
(204) Alun-Alun Purwakarta 64,(20) Mall Purwakarta 198,62.85
(185) Terminal Cirebon 189,(59) Hotel Sumedang 186,8.49
(489) Terminal Subang 53,(498) RS Bandung 172,102.16
(303) RS Cirebon 231,(381) Stasiun Cirebon 358,78.89
(404) Terminal Kuningan 136,(169) Terminal Cianjur 171,36.48
(328) Mall Cimahi 380,(398) Wisata Tasikmalaya 137,25.8
(208) Wisata Garut 281,(43) Mall Bandung 330,117.02
(284) GBLA Stadium,(119) Hotel Bandung 45,35.49
(49) Hotel Kuningan 105,(339) Universitas Majalengka 149,91.87
(331) Wisata Cianjur 286,(440) Stasiun Bandung 366,47.64
(43) Mall Bandung 330,(166) Wisata Soreang 415,10.35
(241) RS Subang 165,(56) Terminal Soreang 284,69.9
(468) Metro Indah Mall,(353) Mall Sumedang 233,100.17
(322) Mall Indramayu 51,(411) Hotel Purwakarta 451,17.6
(85) Alun-Alun Subang 201,(140) Universitas Soreang 450,68.71
(326) Alun-Alun Rancaekek 297,(74) Terminal Soreang 27,116.52
(239) Terminal Tasikmalaya 405,(136) Universitas Soreang 333,141.68
(135) Mall Cianjur 318,(243) Terminal Cianjur 452,15.61
(82) Terminal Lembang 278,(407) Terminal Majalengka 271,72.06
(482) Wisata Tasikmalaya 6,(126) Mall Lembang 438,126.62
(377) Hotel Sumedang 432,(128) Wisata Majalengka 162,115.69
(213) Universitas Garut 145,(249) Stasiun Cirebon 106,126.29
(217) Universitas Tasikmalaya 211,(91) Mall Cianjur 289,121.24
(81) Terminal Cirebon 182,(459) RS Garut 226,12.52
(384) Alun-Alun Purwakarta 84,(44) Mall Subang 398,88.56
(196) Universitas Soreang 86,(304) Kiara Artha Park,109.82
(206) Terminal Lembang 129,(412) RS Majalengka 227,145.7
(199) Universitas Kuningan 1,(413) Terminal Cianjur 326,58.17
(69) Hotel Cirebon 277,(237) Alun-Alun Sumedang 123,56.47
(413) Terminal Cianjur 326,(0) Hotel Sumedang 156,97.13
(284) GBLA Stadium,(305) Alun-Alun Garut 88,45.4
(80) Mall Tasikmalaya 67,(133) Terminal Cianjur 391,145.15
(431) RS Bandung 193,(491) Mall Lembang 22,130.03
(417) Alun-Alun Subang 375,(39) Terminal Rancaekek 298,62.52
(201) Universitas Purwakarta 406,(307) Hotel Kuningan 371,102.65
(333) Wisata Purwakarta 229,(351) Wisata Lembang 261,59.21
(25) Hotel Subang 250,(296) Hotel Lembang 364,31.29
(413) Terminal Cianjur 326,(16) RS Tasikmalaya 217,107.01
(117) Hotel Kuningan 285,(333) Wisata Purwakarta 229,6.7
(187) Terminal Garut 341,(83) Mall Tasikmalaya 95,70.97
(480) Terminal Soreang 402,(103) Wisata Rancaekek 120,14.92
(225) Hotel Kuningan 144,(263) Mall Cianjur 65,24.18
(430) RS Garut 363,(281) Stasiun Kuningan 381,119.21
(196) Universitas Soreang 86,(379) Wisata Garut 205,134.72
(461) Terminal Indramayu 35,(285) Stasiun Indramayu 157,79.29
(11) Alun-Alun Majalengka 57,(304) Kiara Artha Park,111.41
(168) Mall Subang 316,(123) Mall Bandung 202,42.09
(161) Stasiun Cianjur 63,(269) Wisata Cirebon 453,52.23
(498) RS Bandung 172,(366) RS Garut 311,70.31
(432) Stasiun Lembang 424,(113) Universitas Bandung 372,131.27
(105) Hotel Sumedang 228,(267) Hotel Cirebon 3,95.19
(406) RS Purwakarta 21,(357) Alun-Alun Sumedang 42,12.85
(128) Wisata Majalengka 162,(163) Hotel Cianjur 338,30.69
(354) Terminal Cicaheum,(240) Wisata Cianjur 8,136.23
(80) Mall Tasikmalaya 67,(426) Wisata Cianjur 373,100.56
(126) Mall Lembang 438,(56) Terminal Soreang 284,45.11
(458) Stasiun Sumedang 188,(347) Hotel Bandung 34,15.18
(452) RS Tasikmalaya 433,(470) Stasiun Lembang 348,83.37
(172) Mall Majalengka 9,(192) Wisata Cirebon 2,25.82
(298) Alun-Alun Lembang 243,(355) RS Hasan Sadikin,61.44
(395) Stasiun Indramayu 439,(55) RS Soreang 111,42.56
(377) Hotel Sumedang 432,(122) Curug Dago,133.61
(446) Lapangan Tegalega,(91) Mall Cianjur 289,66.45
(483) Hotel Majalengka 388,(191) Hotel Subang 305,94.13
(69) Hotel Cirebon 277,(228) Alun-Alun Cimahi 401,107.72
(353) Mall Sumedang 233,(411) Hotel Purwakarta 451,75.71
(108) Saung Angklung Udjo,(31) Mall Indramayu 422,128.7
(163) Hotel Cianjur 338,(54) RS Cirebon 46,49.59
(455) Wisata Sumedang 361,(405) Universitas Telkom,34.45
(438) Terminal Purwakarta 308,(359) Terminal Cianjur 258,134.75
(172) Mall Majalengka 9,(427) RS Purwakarta 342,64.69
(286) Stasiun Cimahi 378,(170) Wisata Sumedang 448,94.47
(422) Mall Soreang 153,(320) Terminal Bandung 175,59.31
(39) Terminal Rancaekek 298,(280) Stasiun Rancaekek 393,14.15
(308) Mall Indramayu 164,(373) Wisata Lembang 255,65.97
(219) Stasiun Tasikmalaya 118,(226) Alun-Alun Majalengka 61,109.78
(362) Universitas Padjadjaran,(239) Terminal Tasikmalaya 405,97.22
(197) Wisata Purwakarta 443,(26) Paskal Hyper Square,33.29
(456) Mall Cirebon 320,(316) Terminal Cimahi 230,13.35
(105) Hotel Sumedang 228,(56) Terminal Soreang 284,97.41
(239) Terminal Tasikmalaya 405,(134) Hotel Rancaekek 442,76.75
(258) Mall Purwakarta 262,(213) Universitas Garut 145,114.38
(206) Terminal Lembang 129,(229) Mall Cimahi 47,125.57
(85) Alun-Alun Subang 201,(205) Alun-Alun Garut 413,17.76
(274) Hotel Subang 260,(427) RS Purwakarta 342,36.1
(149) Terminal Garut 168,(258) Mall Purwakarta 262,9.66
(211) Hotel Rancaekek 55,(268) Mall Kuningan 339,62.63
(149) Terminal Garut 168,(173) Hotel Bandung 89,6.88
(399) RS Purwakarta 75,(283) Mall Cimahi 300,111.32
(365) Wisata Majalengka 58,(206) Terminal Lembang 129,106.37
(207) Terminal Rancaekek 352,(124) Hotel Bandung 166,132.93
(244) Mall Bandung 353,(213) Universitas Garut 145,7.15
(339) Universitas Majalengka 149,(498) RS Bandung 172,33.5
(336) Wisata Lembang 78,(112) Wisata Cirebon 76,115.34
(336) Wisata Lembang 78,(373) Wisata Lembang 255,54.84
(380) Hotel Purwakarta 317,(403) RS Garut 91,69.35
(432) Stasiun Lembang 424,(411) Hotel Purwakarta 451,97.38
(88) Hotel Cimahi 13,(23) Universitas Purwakarta 437,117.43
(174) Wisata Majalengka 302,(274) Hotel Subang 260,77.44
(17) Mall Kuningan 362,(304) Kiara Artha Park,60.52
(279) Terminal Garut 209,(235) Wisata Lembang 264,132.95
(55) RS Soreang 111,(161) Stasiun Cianjur 63,65.09
(106) Wisata Sumedang 73,(484) Hotel Cianjur 321,53.37
(485) Alun-Alun Indramayu 365,(434) Mall Tasikmalaya 293,68.8
(169) Terminal Cianjur 171,(455) Wisata Sumedang 361,40.99
(54) RS Cirebon 46,(97) Stasiun Majalengka 174,1.49
(170) Wisata Sumedang 448,(480) Terminal Soreang 402,97.45
(401) Terminal Purwakarta 346,(452) RS Tasikmalaya 433,47.84
(318) RS Indramayu 4,(264) Hotel Cirebon 236,102.92
(344) Stasiun Kuningan 10,(239) Terminal Tasikmalaya 405,41.0
(182) Universitas Cimahi 354,(352) Mall Soreang 343,19.92
(194) Alun-Alun Cimahi 385,(384) Alun-Alun Purwakarta 84,24.24
(300) Mall Rancaekek 246,(113) Universitas Bandung 372,65.78
(51) Mall Soreang 130,(99) Alun-Alun Garut 328,12.68
(103) Wisata Rancaekek 120,(294) Universitas Bandung 390,116.9
(257) Braga Citywalk,(345) Mall Rancaekek 104,8.89
(215) Universitas Purwakarta 279,(469) RS Tasikmalaya 62,47.45
(195) Wisata Sumedang 323,(13) Kebun Binatang Bandung,133.92
(316) Terminal Cimahi 230,(17) Mall Kuningan 362,78.78
(3) Stasiun Kuningan 336,(128) Wisata Majalengka 162,61.97
(244) Mall Bandung 353,(192) Wisata Cirebon 2,105.71
(308) Mall Indramayu 164,(275) Wisata Sumedang 82,61.13
(290) Terminal Garut 190,(476) Stasiun Cimahi 167,82.02
(367) Alun-Alun Majalengka 458,(286) Stasiun Cimahi 378,13.82
(31) Mall Indramayu 422,(164) RS Tasikmalaya 399,142.45
(359) Terminal Cianjur 258,(248) Universitas Subang 350,102.64
(400) Hotel Garut 244,(248) Universitas Subang 350,106.69
(57) Terminal Lembang 292,(295) Mall Indramayu 445,5.33
(319) Alun-Alun Garut 430,(419) Alun-Alun Garut 195,11.85
(177) Mall Bandung 134,(334) Wisata Cianjur 274,123.28
(476) Stasiun Cimahi 167,(445) Wisata Soreang 319,24.66
(324) Universitas Kuningan 337,(232) Mall Purwakarta 159,78.78
(284) GBLA Stadium,(61) Hotel Majalengka 239,112.83
(30) Universitas Tasikmalaya 33,(134) Hotel Rancaekek 442,26.81
(201) Universitas Purwakarta 406,(258) Mall Purwakarta 262,85.66
(76) Paris Van Java,(210) Bandung Trade Centre,92.56
(37) Stasiun Kiaracondong,(484) Hotel Cianjur 321,15.65
(209) Stasiun Kuningan 446,(332) Universitas Kuningan 122,64.73
(431) RS Bandung 193,(278) Universitas Cianjur 435,48.04
(366) RS Garut 311,(486) Mall Sumedang 184,65.13
(351) Wisata Lembang 261,(444) Bandung Electronic Center,109.1
(135) Mall Cianjur 318,(59) Hotel Sumedang 186,61.47
(496) Terminal Garut 334,(433) RS Cimahi 50,87.22
(212) Stasiun Lembang 344,(388) Terminal Tasikmalaya 181,67.19
(415) Wisata Subang 306,(24) Universitas Soreang 222,31.13
(443) RS Tasikmalaya 240,(410) Hotel Kuningan 304,6.78
(49) Hotel Kuningan 105,(287) Alun-Alun Kuningan 83,48.15
(206) Terminal Lembang 129,(207) Terminal Rancaekek 352,1.19
(335) Hotel Tasikmalaya 263,(118) Universitas Soreang 356,142.49
(262) Universitas Sumedang 369,(254) Wisata Cirebon 394,57.9
(481) RS Garut 254,(277) Terminal Lembang 108,91.88
(279) Terminal Garut 209,(2) Stasiun Soreang 102,69.43
(168) Mall Subang 316,(371) Alun-Alun Lembang 295,134.35
(219) Stasiun Tasikmalaya 118,(488) Alun-Alun Lembang 400,92.04
(327) Stasiun Cianjur 382,(290) Terminal Garut 190,4.1
(33) Stasiun Kuningan 69,(418) RS Rancaekek 411,80.14
(190) Universitas Cimahi 169,(414) Alun-Alun Cimahi 124,77.41
(322) Mall Indramayu 51,(265) RS Garut 436,81.93
(375) Mall Purwakarta 331,(490) Universitas Tasikmalaya 71,104.89
(421) Universitas Majalengka 99,(24) Universitas Soreang 222,43.2
(34) Hotel Lembang 7,(137) RS Bandung 268,41.38
(401) Terminal Purwakarta 346,(207) Terminal Rancaekek 352,107.78
(367) Alun-Alun Majalengka 458,(345) Mall Rancaekek 104,22.18
(103) Wisata Rancaekek 120,(318) RS Indramayu 4,106.6
(407) Terminal Majalengka 271,(60) RS Rancaekek 30,149.66
(306) Hotel Tasikmalaya 178,(135) Mall Cianjur 318,143.2
(303) RS Cirebon 231,(256) Terminal Purwakarta 203,116.67
(480) Terminal Soreang 402,(169) Terminal Cianjur 171,59.91
(157) Universitas Soreang 410,(434) Mall Tasikmalaya 293,21.92
(384) Alun-Alun Purwakarta 84,(4) Stasiun Subang 125,53.35
(116) Hotel Subang 238,(57) Terminal Lembang 292,16.49
(71) Museum Asia Afrika,(259) Stasiun Majalengka 245,3.59
(26) Paskal Hyper Square,(76) Paris Van Java,64.86
(144) Tahura Djuanda,(267) Hotel Cirebon 3,116.02
(400) Hotel Garut 244,(182) Universitas Cimahi 354,84.71
(336) Wisata Lembang 78,(132) Wisata Tasikmalaya 92,1.4
(423) Terminal Cianjur 80,(7) RS Kuningan 109,52.51
(80) Mall Tasikmalaya 67,(209) Stasiun Kuningan 446,123.38
(375) Mall Purwakarta 331,(488) Alun-Alun Lembang 400,45.21
(261) Hotel Lembang 247,(226) Alun-Alun Majalengka 61,144.72
(21) RS Sumedang 177,(355) RS Hasan Sadikin,61.4
(394) Universitas Majalengka 150,(43) Mall Bandung 330,29.1
(431) RS Bandung 193,(74) Terminal Soreang 27,84.08
(224) Mall Tasikmalaya 38,(475) RS Cianjur 77,47.19
(349) Wisata Bandung 29,(123) Mall Bandung 202,116.76
(27) Stasiun Majalengka 355,(54) RS Cirebon 46,20.13
(496) Terminal Garut 334,(57) Terminal Lembang 292,38.29
(405) Universitas Telkom,(293) Wisata Tasikmalaya 215,127.5
(234) Trans Studio Bandung,(268) Mall Kuningan 339,46.9
(282) Universitas Purwakarta 112,(485) Alun-Alun Indramayu 365,106.3
(28) Summarecon Mall Bandung,(64) Alun-Alun Indramayu 72,134.01
(452) RS Tasikmalaya 433,(370) Wisata Cirebon 48,127.63
(214) Universitas Kuningan 160,(69) Hotel Cirebon 277,7.49
(110) RS Kuningan 14,(349) Wisata Bandung 29,119.35
(103) Wisata Rancaekek 120,(121) Mall Subang 44,72.07
(466) RS Lembang 94,(295) Mall Indramayu 445,91.62
(274) Hotel Subang 260,(439) RS Bandung 212,141.31
(330) Mall Cirebon 459,(23) Universitas Purwakarta 437,32.33
(375) Mall Purwakarta 331,(371) Alun-Alun Lembang 295,106.56
(270) RS Indramayu 43,(273) Hotel Cianjur 97,79.08
(227) Mall Purwakarta 204,(440) Stasiun Bandung 366,48.2
(496) Terminal Garut 334,(214) Universitas Kuningan 160,92.66
(152) Stasiun Bandung,(39) Terminal Rancaekek 298,4.76
(498) RS Bandung 172,(321) Museum Geologi,8.24
(252) Cihampelas Walk,(204) Alun-Alun Purwakarta 64,103.48
(38) RS Lembang 441,(118) Universitas Soreang 356,130.51
(385) Wisata Lembang 114,(267) Hotel Cirebon 3,99.09
(286) Stasiun Cimahi 378,(229) Mall Cimahi 47,119.63
(152) Stasiun Bandung,(99) Alun-Alun Garut 328,11.09
(173) Hotel Bandung 89,(210) Bandung Trade Centre,73.17
(121) Mall Subang 44,(120) Terminal Bandung 368,149.46
(465) Universitas Cimahi 49,(252) Cihampelas Walk,8.36
(414) Alun-Alun Cimahi 124,(87) Babakan Siliwangi,98.16
(33) Stasiun Kuningan 69,(202) Mall Indramayu 146,1.76
(255) Wisata Cianjur 420,(8) Alun-Alun Soreang 115,10.1
(378) Hotel Bandung 444,(338) Dago Dreampark,48.4
(489) Terminal Subang 53,(285) Stasiun Indramayu 157,27.18
(481) RS Garut 254,(154) Terminal Garut 329,81.2
(415) Wisata Subang 306,(407) Terminal Majalengka 271,90.13
(283) Mall Cimahi 300,(499) RS Majalengka 107,120.13
(202) Mall Indramayu 146,(210) Bandung Trade Centre,61.54
(420) Mall Garut 24,(389) Alun-Alun Rancaekek 131,72.01
(156) Mall Lembang 39,(204) Alun-Alun Purwakarta 64,76.82
(197) Wisata Purwakarta 443,(360) Terminal Tasikmalaya 449,22.24
(93) Alun-Alun Rancaekek 457,(433) RS Cimahi 50,6.93
(87) Babakan Siliwangi,(488) Alun-Alun Lembang 400,40.95
(449) Wisata Rancaekek 196,(421) Universitas Majalengka 99,113.12
(429) Terminal Cianjur 19,(442) Stasiun Sumedang 133,124.26
(140) Universitas Soreang 450,(318) RS Indramayu 4,74.32
(499) RS Majalengka 107,(446) Lapangan Tegalega,102.62
(231) Mall Bandung 408,(374) Alun-Alun Soreang 252,23.86
(462) Universitas Bandung 207,(283) Mall Cimahi 300,145.34
(77) Terminal Leuwipanjang,(187) Terminal Garut 341,104.81
(133) Terminal Cianjur 391,(300) Mall Rancaekek 246,47.05
(204) Alun-Alun Purwakarta 64,(397) Terminal Indramayu 249,35.8
(10) RS Lembang 429,(42) Mall Cianjur 389,45.66
(96) RS Bandung 407,(247) Stasiun Cimahi 210,82.58
(351) Wisata Lembang 261,(6) Wisata Sumedang 379,5.56
(0) Hotel Sumedang 156,(119) Hotel Bandung 45,149.96
(219) Stasiun Tasikmalaya 118,(38) RS Lembang 441,128.79
(364) Alun-Alun Cianjur 301,(81) Terminal Cirebon 182,106.06
(469) RS Tasikmalaya 62,(133) Terminal Cianjur 391,106.04
(357) Alun-Alun Sumedang 42,(429) Terminal Cianjur 19,27.22
(267) Hotel Cirebon 3,(94) Universitas Indramayu 242,134.7
(397) Terminal Indramayu 249,(43) Mall Bandung 330,143.91
(71) Museum Asia Afrika,(371) Alun-Alun Lembang 295,71.98
(178) Wisata Purwakarta 397,(277) Terminal Lembang 108,98.75
(160) Universitas Cimahi 110,(38) RS Lembang 441,104.12
(340) Stasiun Tasikmalaya 370,(18) Alun-Alun Purwakarta 315,60.13
(313) Hotel Kuningan 59,(357) Alun-Alun Sumedang 42,88.53
(114) Alun-Alun Subang 180,(17) Mall Kuningan 362,144.11
(177) Mall Bandung 134,(139) Terminal Garut 283,80.43
(43) Mall Bandung 330,(217) Universitas Tasikmalaya 211,145.2
(153) Terminal Rancaekek 327,(450) Terminal Soreang 219,53.48
(252) Cihampelas Walk,(246) Mall Cimahi 17,84.31
(241) RS Subang 165,(325) Wisata Cirebon 351,80.1
(287) Alun-Alun Kuningan 83,(27) Stasiun Majalengka 355,26.77
(273) Hotel Cianjur 97,(179) RS Tasikmalaya 208,81.49
(399) RS Purwakarta 75,(498) RS Bandung 172,2.7
(21) RS Sumedang 177,(265) RS Garut 436,79.81
(414) Alun-Alun Cimahi 124,(172) Mall Majalengka 9,145.08
(165) Terminal Kuningan 60,(466) RS Lembang 94,145.66
(130) Mall Cianjur 276,(176) Festival Citylink,92.09
(388) Terminal Tasikmalaya 181,(402) Terminal Bandung 41,46.59
(398) Wisata Tasikmalaya 137,(370) Wisata Cirebon 48,56.6
(86) Wisata Tasikmalaya 148,(261) Hotel Lembang 247,1.83
(491) Mall Lembang 22,(82) Terminal Lembang 278,75.99
(231) Mall Bandung 408,(377) Hotel Sumedang 432,123.87
(404) Terminal Kuningan 136,(275) Wisata Sumedang 82,22.81
(206) Terminal Lembang 129,(265) RS Garut 436,81.5
(241) RS Subang 165,(277) Terminal Lembang 108,58.16
(72) Hotel Bandung 152,(372) Universitas Sumedang 434,20.69
